user,word,rating
User_0,sick,13
User_0,possession,6
User_0,inspector,1
User_0,lawsuit,1
User_0,devour,0
User_0,mud mortar,4
User_0,chronic,5
User_0,frisky,1
User_0,fixture,2
User_0,sparingly,7
User_0,polygon,8
User_0,miraculous,0
User_0,accommodating,0
User_0,by a factor of,8
User_0,apply,7
User_0,insistence,0
User_0,gulf,0
User_0,talented,3
User_0,dweller,2
User_0,descent,3
User_0,cast off,7
User_0,puzzle,2
User_0,fade,3
User_0,closed circuit,3
User_0,arena,5
User_0,monopolize,16
User_0,subside,15
User_0,enterprising,1
User_0,rigidity,0
User_0,expand,0
User_0,normal,12
User_0,gem,3
User_0,vitality,0
User_0,spectrum,7
User_0,utilization,2
User_0,factual,3
User_0,posthumous,3
User_0,elegance,14
User_0,neutral,0
User_0,norm,4
User_0,cuticle,8
User_0,orient,1
User_0,postcard,1
User_0,erratic,6
User_0,careless,10
User_0,undo,3
User_0,intense,5
User_0,accommodation,1
User_0,cipher,38
User_0,panic,4
User_0,energetic,0
User_0,semimolten,1
User_0,trigger,8
User_0,conception,3
User_0,grazing land,7
User_0,slide,0
User_0,circuit,0
User_0,volcano,4
User_0,divergent,4
User_0,physiology,2
User_0,contamination,8
User_0,humility,5
User_0,surface,1
User_0,assess,0
User_0,annex,4
User_0,confluence,3
User_0,genial,0
User_0,stride,16
User_0,pioneer,8
User_0,impair,0
User_0,segregate,9
User_0,stripe,0
User_0,qualified,4
User_0,oyster,0
User_0,organism,1
User_0,profound,5
User_0,homespun,1
User_0,rehabilitation,5
User_0,coexist,6
User_0,literacy,1
User_0,intellect,1
User_0,realization,0
User_0,disillusion,2
User_0,outgoing,1
User_0,recoil,0
User_0,trove,3
User_0,retail,4
User_0,accurate,3
User_0,drop in,1
User_0,scrupulously,3
User_0,volcano,6
User_0,overturn,2
User_0,prescribed,6
User_0,legislate,6
User_0,container,3
User_0,brochure,4
User_0,permissive,13
User_0,soothe,13
User_0,pestilence,1
User_0,debris,0
User_0,an army of,0
User_0,chilly,0
User_0,refreshing,10
User_0,infuse,6
User_0,Hispanic,0
User_0,memo,1
User_0,pinch,2
User_0,wind up,7
User_0,manure,5
User_0,dread,11
User_0,amaze,0
User_0,social distinction,6
User_0,consistent,8
User_0,scrape,0
User_0,demonstration,8
User_0,haphazard,1
User_0,inhibit,0
User_0,breathless,1
User_0,bond,0
User_0,octopus,1
User_0,memory,1
User_0,firmly,1
User_0,injustice,0
User_0,fume,1
User_0,customs,4
User_0,fertilizer,1
User_0,cell,12
User_0,combustion,12
User_0,cello,1
User_0,aptly,6
User_0,threadlike,0
User_0,perch,3
User_0,cognitive,1
User_0,tally,0
User_0,perpendicular,2
User_0,stonemason,0
User_0,available,8
User_0,by a factor of,5
User_0,finance,5
User_0,frugality,4
User_0,beneficial,4
User_0,decimal,2
User_0,deserve,8
User_0,profession,2
User_0,constituent,8
User_0,evaluate,4
User_0,hover,4
User_0,precarious,8
User_0,pants,0
User_0,monotonous,1
User_0,revolt,6
User_0,adhesive,10
User_0,crevice,4
User_0,compact,1
User_0,sympathize,5
User_0,melodious,0
User_0,gauge,10
User_0,selection,8
User_0,mulberry,4
User_0,ardent,5
User_0,religion,5
User_0,fluctuate,1
User_0,genetics,2
User_0,odor,9
User_0,softwood,0
User_0,actively,13
User_0,tutorial,3
User_0,dull,1
User_0,drift,1
User_0,adhere,6
User_0,adaptable,4
User_0,refine,5
User_0,generalization,12
User_0,renunciation,15
User_0,submarine,8
User_0,correspond,3
User_0,turbulent,2
User_0,questionnaire,11
User_0,agile,5
User_0,conventionally,1
User_0,colossal,27
User_0,decay,1
User_0,reluctant,3
User_0,equal,12
User_0,custom,8
User_0,diplomatic,1
User_0,inactivate,7
User_0,forecast,2
User_0,spontaneity,6
User_0,survivor,0
User_0,on account of,14
User_0,veneration,4
User_0,file,4
User_0,concrete,0
User_0,renewable,0
User_0,oxygen,1
User_0,afflict,2
User_0,motive,5
User_0,exhilarate,3
User_0,delectable,6
User_0,ideology,5
User_0,strengthen,1
User_0,specification,2
User_0,humble,9
User_0,melodrama,1
User_0,handful,4
User_0,helpful,4
User_0,annual,3
User_0,defend,9
User_0,lethargic,8
User_0,backbone,0
User_0,trainload,3
User_0,vibration,0
User_0,diversification,2
User_0,discontented,0
User_0,indiscriminate,1
User_0,corruption,1
User_0,crystallization,1
User_0,supposedly,3
User_0,protectionist,0
User_0,cadence,19
User_0,stark,5
User_0,approaching,9
User_0,frustration,2
User_0,temporarily,12
User_0,float,20
User_0,definitive,0
User_0,autonomous,0
User_0,perception,0
User_0,coax,10
User_0,sandy,2
User_0,pillar,0
User_0,gasoline,0
User_0,quilter,2
User_0,promising,7
User_0,saturate,2
User_0,neutralize,4
User_0,loathsome,1
User_0,fruitful,9
User_0,consumer,27
User_0,date back,6
User_0,defective,12
User_0,swift,5
User_0,elegance,0
User_0,issue,1
User_0,debate,3
User_0,explorer,0
User_0,compute,4
User_0,cornet,14
User_0,kinetic,8
User_0,simultaneous,2
User_0,stubborn,3
User_0,disapproval,3
User_0,mesmerize,2
User_0,plainspoken,10
User_0,articulate,4
User_0,at intervals,6
User_0,mobility,2
User_0,cognitive,2
User_0,psychoanalysis,2
User_0,screwdriver,7
User_0,article,4
User_0,fog,11
User_0,anesthetic,22
User_0,in accord with,1
User_0,butterfly,5
User_0,integral,2
User_0,flexibility,1
User_0,deliberately,4
User_0,cater,1
User_0,flare,1
User_0,arouse,9
User_0,tub,8
User_0,exclusive,2
User_0,magnificence,1
User_0,feverishly,0
User_0,irritating,4
User_0,resistance,4
User_0,seam,12
User_0,uproot,1
User_0,confidence,11
User_0,infertile,1
User_0,primitive,16
User_0,physiological,3
User_0,whisk off,31
User_0,edible,4
User_0,kingdom,5
User_0,ruin,1
User_0,filter,11
User_0,Bronze Age,11
User_0,alliteration,3
User_0,adept,0
User_0,chapel,20
User_0,furnish,11
User_0,submit,2
User_0,bare,14
User_0,interpretation,2
User_0,unearth,0
User_0,exceptional,1
User_0,hatchery,7
User_0,meaningful,10
User_0,restraint,7
User_0,grab,3
User_0,excessive,4
User_0,tropical,17
User_0,band,8
User_0,variable,1
User_0,mimicry,8
User_0,passionate,2
User_0,deceive,0
User_0,shipment,8
User_0,anticipate,2
User_0,constraint,6
User_0,tissue,2
User_0,optimum,4
User_0,vigorous,1
User_0,noxious,5
User_0,adverse,0
User_0,converter,4
User_0,aquamarine,0
User_0,yield,4
User_0,invader,7
User_0,plaster,10
User_0,ascending,0
User_0,correspond,11
User_0,victor,13
User_0,absurd,1
User_0,culinary,2
User_0,elegance,13
User_0,arrangement,7
User_0,entry,2
User_0,trumpet,12
User_0,indiscriminate,2
User_0,mock,4
User_0,friction,8
User_0,squeeze,0
User_0,encounter,1
User_0,brighten,4
User_0,weave,8
User_0,derive from,2
User_0,cavity,1
User_0,ancestry,0
User_0,negative,16
User_0,withdraw,1
User_0,spotlight,5
User_0,resonance,6
User_0,typical,4
User_0,pack,2
User_0,outlast,8
User_0,congressional,17
User_0,overcrowd,1
User_0,eggshell,1
User_0,void,9
User_0,evoke,6
User_0,paddler,18
User_0,amble,4
User_0,intention,2
User_0,graceful,6
User_0,postoperative,7
User_0,clause,0
User_0,textured,19
User_0,plainly,1
User_0,engrave,10
User_0,tension,6
User_0,waive,4
User_0,tycoon,1
User_0,verbal,0
User_0,oversight,0
User_0,coil,0
User_0,irrigate,0
User_0,supposedly,3
User_0,glassware,4
User_0,sort,0
User_0,hazel,19
User_0,lament,11
User_0,horizon,0
User_0,funding,6
User_0,amount,1
User_0,transform,1
User_0,predictive,10
User_0,pocketbook,7
User_0,contact,6
User_0,victor,2
User_0,regimentation,1
User_0,dim,9
User_0,cumbersome,1
User_0,flagella,5
User_0,absolutely,2
User_0,blaze,5
User_0,protectionist,1
User_0,saucer,2
User_0,pamphlet,9
User_0,stiffen,11
User_0,prodigious,15
User_0,bead,1
User_0,embody,1
User_0,indicative,1
User_0,soothe,3
User_0,nonviolence,4
User_0,militant,6
User_0,tournament,2
User_0,commission,1
User_0,miniature,0
User_0,reserve,5
User_0,brawling,9
User_0,fencing,2
User_0,harmless,9
User_0,imitation,5
User_0,disrespect,1
User_0,administer,0
User_0,trumpeter,9
User_0,penalty,1
User_0,intensify,8
User_0,precede,2
User_0,nickel,3
User_0,discernible,0
User_0,pry open,3
User_0,provision,2
User_0,ledge,1
User_0,cherish,14
User_0,exponential,0
User_0,daring,2
User_0,heyday,4
User_0,vision,6
User_0,turquoise,5
User_0,condemnation,8
User_0,icon,5
User_0,diversity,1
User_0,foretell,11
User_0,breach,5
User_0,foresee,7
User_0,feeder,5
User_0,obligated,6
User_0,toed,4
User_0,unique,6
User_0,respective,12
User_0,avenue,0
User_0,dorsal,10
User_0,enhance,2
User_0,reproductive,9
User_0,barbecue,4
User_0,security,7
User_0,prosecute,2
User_0,compound,9
User_0,mud mortar,1
User_0,unpalatable,6
User_0,artificial,8
User_0,mannerism,1
User_0,administrator,10
User_0,efficient,2
User_0,definitely,11
User_0,portrait,7
User_0,distend,10
User_0,intense,13
User_0,intentionally,2
User_0,absurd,5
User_0,readily,4
User_0,contender,16
User_0,outdated,3
User_0,terrify,2
User_0,literate,16
User_0,merit,1
User_0,saltiness,2
User_0,degradation,10
User_0,affiliate,1
User_0,suitcase,0
User_0,insignificant,19
User_0,permissive,4
User_0,hem,27
User_0,aesthetically,2
User_0,plainspoken,4
User_0,notoriously,2
User_0,stimulate,4
User_0,transplant,0
User_0,privilege,2
User_0,patriarchal,0
User_0,recommendation,5
User_0,give way to,3
User_0,volcanic,1
User_0,inflict,12
User_0,vent,3
User_0,distent,13
User_0,intelligible,0
User_0,morale,6
User_0,apart from,6
User_0,recur,0
User_0,methodology,2
User_0,plumage,2
User_0,temperance,1
User_0,constrain,0
User_0,reformer,3
User_0,quench,4
User_0,plunge,9
User_0,incise,13
User_0,gourmet,8
User_0,validity,4
User_0,negate,8
User_0,jungle,2
User_0,floral,3
User_0,zone,7
User_0,concerted,2
User_0,deceptive,2
User_0,viscous,0
User_0,laurels,9
User_0,balloon,8
User_0,condition,0
User_0,commodity,14
User_0,scrupulously,7
User_0,restrict,9
User_0,instantaneous,20
User_0,elevation,0
User_0,segregate,3
User_0,ascend,3
User_0,defense,4
User_0,gallant,1
User_0,horizontal,1
User_0,freight,5
User_0,formalized,3
User_0,shining,5
User_0,overburden,5
User_0,moisture,0
User_0,detest,4
User_0,fidelity,3
User_0,exceptionally,2
User_0,balance,6
User_0,contribute to,5
User_0,neon,6
User_0,imitation,4
User_0,hardware,2
User_0,rumble,8
User_0,foray,7
User_0,skepticism,7
User_0,wholesaler,4
User_0,compensate,6
User_0,actuate,3
User_0,cider,0
User_0,committee,8
User_0,polarize,0
User_0,accessibility,1
User_0,sundial,0
User_0,blaze,3
User_0,symbiosis,9
User_0,legislature,3
User_0,draft,12
User_0,smoothly,1
User_0,lucrative,10
User_0,in accord with,9
User_0,traction,1
User_0,impart,10
User_0,splash,4
User_0,receptacle,5
User_0,dangerous,1
User_0,apologize,3
User_0,community,11
User_0,circulation desk,6
User_0,infection,12
User_0,astounding,1
User_0,photosphere,0
User_0,refurbish,0
User_0,counsel,11
User_0,intoxication,8
User_0,discerning,3
User_0,telescope,1
User_0,snowflake,0
User_0,yarn,2
User_0,temporarily,4
User_0,tuition,1
User_0,haphazard,34
User_0,duration,0
User_0,manual,7
User_0,crystal,0
User_0,absorption,5
User_0,civilization,5
User_0,postage,0
User_0,substantiate,1
User_0,utterly,0
User_0,conservation,1
User_0,pillow,7
User_0,subsequent,2
User_0,lave,2
User_0,notable,6
User_0,attached,0
User_0,talented,34
User_0,break apart,1
User_0,graphite,3
User_0,accuse,1
User_0,block,10
User_0,gigantic,9
User_0,naive,1
User_0,metropolitan,3
User_0,unconventional,13
User_0,absorption,4
User_0,lobster,3
User_0,elevator,0
User_0,computation,10
User_0,terminus,7
User_0,rustic,3
User_0,eccentricity,0
User_0,devour,3
User_0,accelerated,1
User_0,coach,9
User_0,degradation,0
User_0,solution,2
User_0,topsoil,1
User_0,mechanics,2
User_0,heyday,5
User_0,irrigation,5
User_0,amateur,2
User_0,behave oneself,21
User_0,pillow,4
User_0,ascending,8
User_0,treacherous,11
User_0,banker,1
User_0,logical,7
User_0,recommendation,1
User_0,inundate,1
User_0,standing,4
User_0,vastness,1
User_0,consistent,1
User_0,distinctly,7
User_0,epic,4
User_0,restriction,3
User_0,chronic,4
User_0,counselor,1
User_0,depend on,12
User_0,counteract,1
User_0,aviator,4
User_0,contractor,3
User_0,revolution,2
User_0,currently,2
User_0,labor union,3
User_0,akin,2
User_0,aviation,0
User_0,stardom,2
User_0,voter,2
User_0,hydrogen,2
User_0,engrave,7
User_0,receptacle,3
User_0,reform,2
User_0,frame,9
User_0,atomic,2
User_0,parade,5
User_0,issue,0
User_0,cling,6
User_0,tableland,0
User_0,advocate,10
User_0,boardinghouse,3
User_0,descent,4
User_0,pinch,14
User_0,glowing,1
User_0,frustrating,4
User_0,recreation,12
User_0,soldier,3
User_0,rejuvenate,5
User_0,anatomy,5
User_0,interconnected,0
User_0,lunar eclipse,5
User_0,depend on,24
User_0,acupuncture,6
User_0,intimacy,1
User_0,eccentricity,23
User_0,repress,5
User_0,opposite,2
User_0,confidence,2
User_0,slab,2
User_0,characteristic,0
User_0,foreshadow,0
User_0,withdrawal,1
User_0,release,2
User_0,instinctively,0
User_0,division,1
User_0,adaptation,0
User_0,occasional,0
User_0,grind,0
User_0,appetite,2
User_0,institution,3
User_0,pinch,1
User_0,utility,10
User_0,termite,9
User_0,elaborately,3
User_0,systematize,5
User_0,aboard,0
User_0,everlasting,17
User_0,dwarf,5
User_0,refreshment,0
User_0,landscape,12
User_0,indent,10
User_0,quail,2
User_0,exterminate,3
User_0,exact,7
User_0,nutritional,0
User_0,pursue,0
User_0,exaggerate,2
User_0,appreciate,2
User_0,pottery,3
User_0,onslaught,3
User_0,expressly,6
User_0,mingling,0
User_0,break out,3
User_0,immunity,3
User_0,genre,33
User_0,spring,0
User_0,academician,3
User_0,exceptional,7
User_0,employee,20
User_0,repute,5
User_0,dull,0
User_0,typical,0
User_0,galaxy,13
User_0,sick,2
User_0,negligent,0
User_0,capillary,1
User_0,saucer,0
User_0,inflation,1
User_0,not…so much as…,0
User_0,academician,14
User_0,spanking,7
User_0,vitalist,13
User_0,edentate,6
User_0,equal,1
User_0,portray,2
User_0,stubborn,0
User_0,consistency,0
User_0,cognitive,2
User_0,eye-catching,0
User_0,enthusiastically,1
User_0,dignity,14
User_0,employ,8
User_0,gap,10
User_0,folklore,4
User_0,patriotic,5
User_0,healthful,1
User_0,compensatory,0
User_0,marrow cavity,1
User_0,physiology,7
User_0,celestial,5
User_0,calculator,8
User_0,spectra,1
User_0,unbroken,5
User_0,snowdrift,0
User_0,proliferation,5
User_0,rinse,1
User_0,vaulted,2
User_0,proposal,9
User_0,dispatch,1
User_0,alike,2
User_0,bean,4
User_0,blame,0
User_0,tempt,3
User_0,outweigh,1
User_0,break up,11
User_0,shear,2
User_0,competitiveness,5
User_0,split,12
User_0,equilateral triangle,2
User_0,emancipate,7
User_0,carve,8
User_0,glean,2
User_0,save,2
User_0,fatal,4
User_0,cornet,3
User_0,crystallized,0
User_0,reliable,2
User_0,symbiosis,5
User_0,hover,1
User_0,questionable,1
User_0,fresco,7
User_0,irreversible,1
User_0,impressive,12
User_0,devote,4
User_0,checkout,19
User_0,polish,9
User_0,subsist,2
User_0,reputed,2
User_0,conviction,11
User_0,alternation,3
User_0,spectacle,15
User_0,deserve,3
User_0,roughly,3
User_0,refrigerate,2
User_0,magnificent,8
User_0,endlessly,11
User_0,circumstance,5
User_0,desalination,10
User_0,biological diversity,3
User_0,competing,5
User_0,inflexible,1
User_0,choreography,0
User_0,apprentice,5
User_0,vie,0
User_0,anthem,3
User_0,trilogy,4
User_0,promoter,0
User_0,accelerating,3
User_0,denote,2
User_0,mimicry,11
User_0,overload,6
User_0,orient,3
User_0,vertebrate,2
User_0,commission,8
User_0,concerted,1
User_0,careful,0
User_0,analogy,5
User_0,debtor,2
User_0,videocassette,3
User_0,nerve cord,0
User_0,pertinent,0
User_0,grateful,10
User_0,snap,4
User_0,meteorology,2
User_0,moisten,8
User_0,platform,0
User_0,explosive,0
User_0,resistant,2
User_0,creditor,0
User_0,digestion,2
User_0,cause,0
User_0,core,0
User_0,fragrant,0
User_0,cathedral,3
User_0,freshly,0
User_0,coalesce,4
User_0,comet,0
User_0,bounce,4
User_0,supremacy,0
User_0,novice,0
User_0,nourishing,4
User_0,gull,11
User_0,lengthy,1
User_0,classify,6
User_0,astounding,15
User_0,succinct,8
User_0,junction,2
User_0,attract,7
User_0,handicraft,15
User_0,rip,10
User_0,elimination,0
User_0,brook,8
User_0,shingle,2
User_0,popularity,4
User_0,opera,0
User_0,outdated,2
User_0,as far as,2
User_0,deal,2
User_0,drag,5
User_0,confirmation,0
User_0,torpor,1
User_0,ambition,5
User_0,evoke,4
User_0,eternally,7
User_0,scholar,16
User_0,navigate,3
User_0,solemn,0
User_0,exclusion,3
User_0,save,1
User_0,subdivision,4
User_0,aerodynamics,10
User_0,mock,9
User_0,leaky,13
User_0,irrelevant,7
User_0,donate,0
User_0,haunt,4
User_0,resort,5
User_0,content,9
User_0,nervous,2
User_0,eternal,11
User_0,synthesis,23
User_0,indiscriminately,0
User_0,decoration,2
User_0,credentials,0
User_0,administer,1
User_0,fossilized,1
User_0,disorganize,6
User_0,disrepute,0
User_0,neglect,2
User_0,rent,4
User_0,sequence,9
User_0,respect,1
User_0,positive,6
User_0,crowbar,2
User_0,unprecedented,9
User_0,stretch,6
User_0,cottonwood,14
User_0,cavity,1
User_0,jellyfish,1
User_0,sentimentalize,2
User_1,grind,2
User_1,abolish,0
User_1,below,3
User_1,flounder,1
User_1,idiom,1
User_1,dwarf,7
User_1,compatible,4
User_1,constellation,0
User_1,majestic,5
User_1,impediment,0
User_1,mold,5
User_1,orchestra,0
User_1,farce,0
User_1,stifle,5
User_1,chaste,0
User_1,urge,3
User_1,upset,5
User_1,postgraduate,5
User_1,hostility,1
User_1,spinal,12
User_1,horizon,5
User_1,symmetrical,0
User_1,fidelity,2
User_1,misfortune,7
User_1,consistency,1
User_1,annihilate,19
User_1,curator,10
User_1,genre,2
User_1,rampant,0
User_1,valve,0
User_1,baby boom,5
User_1,prospecting,3
User_1,unparalleled,9
User_1,nourishment,5
User_1,aquatic,2
User_1,flora,9
User_1,soy,10
User_1,computation,2
User_1,conventional,4
User_1,hibernate,8
User_1,documentation,5
User_1,embarrass,13
User_1,incredulity,5
User_1,fender,5
User_1,tilt,2
User_1,correspond,10
User_1,oratorio,1
User_1,warehouse,1
User_1,conceptual,5
User_1,peripheral,9
User_1,undifferentiated,4
User_1,hands-on,1
User_1,raucous,1
User_1,majority,10
User_1,fertilized egg,0
User_1,crisscross,2
User_1,canyon,11
User_1,overburden,5
User_1,adopt,4
User_1,affluent,5
User_1,recollection,2
User_1,airborne,2
User_1,unspoiled,1
User_1,aquarium,7
User_1,afford,2
User_1,crooked,6
User_1,hunger,15
User_1,dispute,6
User_1,hygiene,3
User_1,terrific,6
User_1,upheaval,1
User_1,subdiscipline,0
User_1,stumble,1
User_1,constituent,4
User_1,draw from,13
User_1,balloonist,13
User_1,diversification,6
User_1,rational,0
User_1,particulate,2
User_1,enrich,19
User_1,residual,5
User_1,sprout,11
User_1,a range of,2
User_1,locality,7
User_1,cast away,4
User_1,critical,2
User_1,crayon,12
User_1,ultimate,1
User_1,chisel,3
User_1,rip,9
User_1,interval,1
User_1,orchard,23
User_1,spacious,4
User_1,motionless,4
User_1,shade,0
User_1,outermost,14
User_1,undergo,14
User_1,affirm,6
User_1,discard,1
User_1,utensil,2
User_1,cab,1
User_1,pitcher,0
User_1,reigning,3
User_1,lithograph,2
User_1,charitable,11
User_1,vacuum,0
User_1,landing,9
User_1,distinctly,3
User_1,respective,9
User_1,possession,7
User_1,undifferentiated,0
User_1,ozone,1
User_1,amid,1
User_1,emerge,11
User_1,recipient,0
User_1,stimulate,4
User_1,tapeworm,0
User_1,location,2
User_1,redirect,0
User_1,enzyme,4
User_1,therefore,0
User_1,preach,0
User_1,treatment,4
User_1,sculptor,1
User_1,dangerous,0
User_1,dreadful,0
User_1,prehistoric,0
User_1,rustproof,16
User_1,weapon,1
User_1,recoil,0
User_1,rendition,2
User_1,breathing,9
User_1,preference,1
User_1,symmetrical,3
User_1,ranch,10
User_1,speculate,5
User_1,lag,6
User_1,pack animal,4
User_1,succumb,0
User_1,engraving,0
User_1,stationary,0
User_1,purification,15
User_1,archipelago,2
User_1,crash,2
User_1,loom,4
User_1,viable,12
User_1,ban,1
User_1,imposing,0
User_1,fishy,3
User_1,destruction,3
User_1,cyclone,0
User_1,waterproof,17
User_1,congressman,0
User_1,attendant,19
User_1,capable,4
User_1,affluent,7
User_1,genetics,22
User_1,debris,0
User_1,likewise,5
User_1,perplex,4
User_1,draw from,16
User_1,pestilential,3
User_1,grease,10
User_1,commemorate,4
User_1,crevice,7
User_1,restrain,4
User_1,fascinating,2
User_1,behave,5
User_1,reform,0
User_1,waxy,3
User_1,broaden,10
User_1,march,2
User_1,sort,1
User_1,spectator,4
User_1,shrub,1
User_1,administrator,5
User_1,plasma,0
User_1,ruins,0
User_1,pit,2
User_1,lumber,11
User_1,assortment,8
User_1,intensive,4
User_1,counterclockwise,0
User_1,ascribe,3
User_1,sundial,17
User_1,amid,0
User_1,paleontologist,5
User_1,lave,11
User_1,assignment,7
User_1,latitude,1
User_1,fruitless,1
User_1,acidic,1
User_1,nonetheless,1
User_1,presence,0
User_1,pose,3
User_1,hinge,13
User_1,gorilla,0
User_1,abstract,1
User_1,fictional,10
User_1,vigilance,1
User_1,flock,0
User_1,custom,11
User_1,regulate,10
User_1,astronomer,1
User_1,oath,10
User_1,ineligible,6
User_1,aluminum,26
User_1,emit,8
User_1,forefront,1
User_1,postal service,7
User_1,confront,0
User_1,paralysis,4
User_1,carbohydrate,0
User_1,intoxication,8
User_1,tender,2
User_1,desirable,3
User_1,pack animal,21
User_1,calibration,21
User_1,satire,2
User_1,wring,5
User_1,variation,9
User_1,moisten,22
User_1,expanse,5
User_1,patroller,2
User_1,compel,13
User_1,specialized,5
User_1,in accord with,6
User_1,abound,12
User_1,fruitless,0
User_1,advanced,1
User_1,withstand,2
User_1,insulation,3
User_1,discourage,8
User_1,unfair,12
User_1,formation,1
User_1,proof,0
User_1,elasticity,1
User_1,dispense with,2
User_1,ban,0
User_1,urbanism,10
User_1,rhythm,13
User_1,idiomatic,6
User_1,preservative,6
User_1,roost,3
User_1,notoriously,1
User_1,post,3
User_1,meaningful,3
User_1,celebrated,12
User_1,lasting,5
User_1,trespass,4
User_1,draw out,2
User_1,embellish,7
User_1,fogged,3
User_1,popularity,7
User_1,fender,6
User_1,utterly,11
User_1,uphold,5
User_1,arms,2
User_1,dehydration,2
User_1,epidemic,0
User_1,accumulation,0
User_1,insanity,11
User_1,surplus,2
User_1,chaotic,1
User_1,preferable,3
User_1,mansion,9
User_1,shed,9
User_1,heaven,1
User_1,fasten,3
User_1,retract,0
User_1,luminous,4
User_1,irreverent,0
User_1,bulb,6
User_1,daunting,15
User_1,thermal,5
User_1,coral reef,5
User_1,convincing,5
User_1,circumference,0
User_1,rod,2
User_1,municipal,0
User_1,distend,1
User_1,shot,4
User_1,odds,10
User_1,peculiarity,7
User_1,preceding,0
User_1,phenomenally,0
User_1,quarter,0
User_1,patch,2
User_1,hustle,3
User_1,saline,4
User_1,dorsal,23
User_1,nocturnal,0
User_1,supercontinent,9
User_1,fused,1
User_1,breakup,7
User_1,avocational,1
User_1,foment,3
User_1,swelling,16
User_1,transfer,2
User_1,kennel,1
User_1,strike,1
User_1,aggressiveness,2
User_1,solar,2
User_1,metaphor,4
User_1,venom,4
User_1,odor,0
User_1,receptor,1
User_1,favorable,3
User_1,rooster,7
User_1,juice,4
User_1,ferment,2
User_1,symbiosis,0
User_1,torque,3
User_1,irrigate,12
User_1,conclude,5
User_1,down the drain,0
User_1,encourage,0
User_1,seismic,1
User_1,grateful,3
User_1,cancellation,1
User_1,frank,0
User_1,snack bar,5
User_1,photosynthesis,0
User_1,hornbill,1
User_1,tributary,0
User_1,authority,0
User_1,circulate,4
User_1,burgeon,5
User_1,barrel,1
User_1,inaugurate,4
User_1,big deal,9
User_1,exotic,0
User_1,intrigue,2
User_1,error,0
User_1,dental,1
User_1,urbanite,8
User_1,toed,5
User_1,pastel,0
User_1,element,4
User_1,presumably,16
User_1,wristwatch,5
User_1,refinement,0
User_1,symphony,12
User_1,presence,17
User_1,teapot,3
User_1,transmitter,0
User_1,teem,13
User_1,executive,12
User_1,intact,8
User_1,cone,4
User_1,conversational,4
User_1,dissolve,6
User_1,corn,5
User_1,period,4
User_1,educable,1
User_1,practicable,14
User_1,fanatic,5
User_1,rational,2
User_1,choke,1
User_1,inoffensive,11
User_1,automotive,3
User_1,untouched,0
User_1,paddler,2
User_1,nervous,4
User_1,concave,2
User_1,supplement,19
User_1,currency,19
User_1,topographical,2
User_1,hypersensitive,4
User_1,immune system,1
User_1,clergyman,6
User_1,dreadfully,4
User_1,internal,2
User_1,fragility,3
User_1,lumbering,0
User_1,urbanize,4
User_1,crippling,1
User_1,punch,0
User_1,sweep,2
User_1,determinedly,5
User_1,fauna,1
User_1,prefabricated,2
User_1,access,2
User_1,stipulation,19
User_1,reap,8
User_1,liver,2
User_1,accessible,0
User_1,tortuous,4
User_1,retract,2
User_1,aquatic,3
User_1,spill,1
User_1,numerous,1
